,EventTime,EventType,ScalarEventValue,agent_id,agent_type,CASH,time_placed,symbol,quantity,side,order_id,fill_price,tag,limit_price,is_hidden,is_price_to_comply,insert_by_id,is_post_only,order_fee,ABM,SubmittedOrders,PaidFees,spread,speed_of_fills
111,1612518925416291681,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:55:24,ABM,17.0,Side.BID,1414.0,99915.0,,99915.0,False,False,False,False,0.0,,,,,837844762
113,1612518925950813727,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:55:24,ABM,9.0,Side.BID,1414.0,99915.0,,99915.0,False,False,False,False,0.0,,,,,1372366808
126,1612519141003518851,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:58:56,ABM,11.0,Side.BID,1511.0,99901.0,,99901.0,False,False,False,False,0.0,,,,,4156902996
128,1612519142098504975,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:58:56,ABM,9.0,Side.BID,1511.0,99901.0,,99901.0,False,False,False,False,0.0,,,,,5251889120
130,1612519144377342353,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:58:56,ABM,12.0,Side.BID,1511.0,99901.0,,99901.0,False,False,False,False,0.0,,,,,7530726498
8,0,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:00:04,ABM,100.0,Side.BID,4.0,100066.0,,100066.0,False,False,False,False,0.0,,,,,-1612515604444793640
14,1612515839333016803,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:03:59,ABM,100.0,Side.ASK,67.0,100032.0,,100032.0,False,False,False,False,0.0,,,,,13634844
27,1612516062179592345,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:07:10,ABM,100.0,Side.BID,133.0,100020.0,,100020.0,False,False,False,False,0.0,,,,,31839925522
36,1612516118897821779,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:08:38,ABM,8.0,Side.BID,157.0,100018.0,,100018.0,False,False,False,False,0.0,,,,,13634844
39,1612516151484528742,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:08:38,ABM,92.0,Side.BID,157.0,100018.0,,100018.0,False,False,False,False,0.0,,,,,32600341807
48,1612516523045552664,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:15:23,ABM,90.0,Side.ASK,292.0,99995.0,,99995.0,False,False,False,False,0.0,,,,,13634844
51,1612516531389532016,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:15:23,ABM,10.0,Side.ASK,292.0,99995.0,,99995.0,False,False,False,False,0.0,,,,,8357614196
57,1612516678099323673,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:17:58,ABM,100.0,Side.ASK,354.0,99955.0,,99955.0,False,False,False,False,0.0,,,,,13634844
66,1612517018279155682,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:23:38,ABM,84.0,Side.BID,485.0,99977.0,,99977.0,False,False,False,False,0.0,,,,,13634844
76,1612517110495839326,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:24:32,ABM,100.0,Side.ASK,504.0,99980.0,,99980.0,False,False,False,False,0.0,,,,,37737855901
118,1612518862638384328,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:53:42,ABM,89.0,Side.ASK,1367.0,99962.0,,99962.0,False,False,False,False,0.0,,,,,39989685767
120,1612518976494407004,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:53:42,ABM,11.0,Side.ASK,1367.0,99962.0,,99962.0,False,False,False,False,0.0,,,,,153845708443
127,1612519009726576903,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:56:49,ABM,100.0,Side.BID,1461.0,99874.0,,99874.0,False,False,False,False,0.0,,,,,579268480
8,1612515741665389989,ORDER_EXECUTED,,1010,ValueAgent,,2021-02-05 09:00:04,ABM,100.0,Side.BID,2.0,99993.0,,99993.0,False,False,False,False,0.0,,,,,137534251462
24,1612516443742413622,ORDER_EXECUTED,,1010,ValueAgent,,2021-02-05 09:14:03,ABM,100.0,Side.ASK,278.0,99995.0,,99995.0,False,False,False,False,0.0,,,,,4849800
42,1612517926378881290,ORDER_EXECUTED,,1010,ValueAgent,,2021-02-05 09:38:46,ABM,89.0,Side.BID,879.0,99924.0,,99924.0,False,False,False,False,0.0,,,,,4849800
45,1612517926888713396,ORDER_EXECUTED,,1010,ValueAgent,,2021-02-05 09:38:46,ABM,11.0,Side.BID,879.0,99924.0,,99924.0,False,False,False,False,0.0,,,,,514681906
51,1612518021808413894,ORDER_EXECUTED,,1010,ValueAgent,,2021-02-05 09:40:21,ABM,1.0,Side.BID,951.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,4849800
54,0,ORDER_EXECUTED,,1010,ValueAgent,,2021-02-05 09:40:21,ABM,99.0,Side.BID,951.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,-1612518021803564094
21,1612516891275493799,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:21:25,ABM,100.0,Side.BID,432.0,99987.0,,99987.0,False,False,False,False,0.0,,,,,5658489303
30,1612517164265960444,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:26:04,ABM,80.0,Side.ASK,538.0,99976.0,,99976.0,False,False,False,False,0.0,,,,,7842264
32,1612517164265960494,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:26:04,ABM,20.0,Side.ASK,538.0,99976.0,,99976.0,False,False,False,False,0.0,,,,,7842314
42,1612517918255223978,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:36:47,ABM,18.0,Side.BID,796.0,99923.0,,99923.0,False,False,False,False,0.0,,,,,110346610586
44,1612517922224400662,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:36:47,ABM,82.0,Side.BID,796.0,99923.0,,99923.0,False,False,False,False,0.0,,,,,114315787270
50,1612518031007781257,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:40:30,ABM,24.0,Side.BID,958.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,7842264
53,1612518033377332899,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:40:30,ABM,10.0,Side.BID,958.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,2377393906
62,1612518822171414829,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:53:42,ABM,41.0,Side.BID,1366.0,99921.0,,99961.0,False,False,False,False,0.0,,,,,7842264
64,1612518822171414879,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:53:42,ABM,24.0,Side.BID,1366.0,99948.0,,99961.0,False,False,False,False,0.0,,,,,7842314
67,1612518829878122580,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:53:42,ABM,35.0,Side.BID,1366.0,99961.0,,99961.0,False,False,False,False,0.0,,,,,7714550015
73,1612518938560150226,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:55:38,ABM,91.0,Side.BID,1421.0,99915.0,,99937.0,False,False,False,False,1190.0,,,,,7842264
75,1612518938560150276,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:55:38,ABM,100.0,Side.BID,1421.0,99919.0,,99937.0,False,False,False,False,1190.0,,,,,7842314
77,1612518938560150326,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:55:38,ABM,12.0,Side.BID,1421.0,99935.0,,99937.0,False,False,False,False,1190.0,,,,,7842364
80,1612518939270142841,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:55:38,ABM,6.0,Side.BID,1421.0,99937.0,,99937.0,False,False,False,False,1190.0,,,,,717834879
82,1612518939315913902,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:55:38,ABM,100.0,Side.BID,1421.0,99937.0,,99937.0,False,False,False,False,1190.0,,,,,763605940
84,1612518940116018443,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:55:38,ABM,91.0,Side.BID,1421.0,99937.0,,99937.0,False,False,False,False,1190.0,,,,,1563710481
91,1612519169518859430,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:59:27,ABM,36.0,Side.BID,1539.0,99882.0,,99882.0,False,False,False,False,0.0,,,,,1750394144
10,1612515920346099963,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:05:20,ABM,100.0,Side.BID,94.0,99992.0,,99992.0,False,False,False,False,0.0,,,,,2190388
16,1612516249974781723,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:10:49,ABM,100.0,Side.BID,207.0,99996.0,,99996.0,False,False,False,False,0.0,,,,,2190388
31,1612516863256116644,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:21:03,ABM,100.0,Side.ASK,423.0,99974.0,,99974.0,False,False,False,False,0.0,,,,,2190388
38,1612517195012169051,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:26:34,ABM,19.0,Side.BID,550.0,99975.0,,99975.0,False,False,False,False,0.0,,,,,599884796
40,1612517213566122540,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:26:34,ABM,5.0,Side.BID,550.0,99975.0,,99975.0,False,False,False,False,0.0,,,,,19153838285
42,1612517234914167972,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:26:34,ABM,76.0,Side.BID,550.0,99975.0,,99975.0,False,False,False,False,0.0,,,,,40501883717
48,1612517281029344525,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:28:01,ABM,7.0,Side.BID,583.0,99983.0,,99983.0,False,False,False,False,0.0,,,,,2190388
51,1612517283671796752,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:28:01,ABM,93.0,Side.BID,583.0,99983.0,,99983.0,False,False,False,False,0.0,,,,,2644642615
57,1612517375971315903,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:29:35,ABM,100.0,Side.ASK,613.0,99976.0,,99976.0,False,False,False,False,0.0,,,,,2190388
63,1612517462310863245,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:31:02,ABM,100.0,Side.ASK,639.0,99975.0,,99975.0,False,False,False,False,0.0,,,,,2190388
72,1612517605867025096,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:33:25,ABM,67.0,Side.ASK,691.0,99982.0,,99982.0,False,False,False,False,0.0,,,,,2190388
81,1612517642453480102,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:34:02,ABM,37.0,Side.ASK,703.0,99953.0,,99953.0,False,False,False,False,0.0,,,,,2190388
84,1612517643324310523,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:34:02,ABM,44.0,Side.ASK,703.0,99953.0,,99953.0,False,False,False,False,0.0,,,,,873020809
91,1612517711698397858,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:35:08,ABM,100.0,Side.BID,729.0,99919.0,,99919.0,False,False,False,False,0.0,,,,,2932209527
97,1612517774263859318,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:36:14,ABM,5.0,Side.ASK,771.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,2190388
110,1612518059613284401,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:40:48,ABM,100.0,Side.BID,972.0,99939.0,,99939.0,False,False,False,False,0.0,,,,,10664196130
117,1612518109346463154,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:41:35,ABM,99.0,Side.BID,1000.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,14006342174
119,1612518116320236327,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:41:35,ABM,1.0,Side.BID,1000.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,20980115347
129,1612518656819961791,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:50:54,ABM,17.0,Side.BID,1300.0,99891.0,,99891.0,False,False,False,False,0.0,,,,,2427822902
136,1612518822168588891,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:53:10,ABM,24.0,Side.ASK,1351.0,99948.0,,99948.0,False,False,False,False,0.0,,,,,31424514091
146,1612518856093724920,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:54:02,ABM,60.0,Side.ASK,1373.0,99922.0,,99922.0,False,False,False,False,0.0,,,,,13859637925
148,1612518862275169012,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:54:02,ABM,2.0,Side.ASK,1373.0,99922.0,,99922.0,False,False,False,False,0.0,,,,,20041082017
150,1612518862632662100,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:54:02,ABM,38.0,Side.ASK,1373.0,99922.0,,99922.0,False,False,False,False,0.0,,,,,20398575105
157,1612518868799628168,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:54:25,ABM,6.0,Side.BID,1387.0,99929.0,,99929.0,False,False,False,False,0.0,,,,,3465059387
164,1612518890316243147,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:54:49,ABM,100.0,Side.BID,1396.0,99863.0,,99863.0,False,False,False,False,1190.0,,,,,648843814
166,1612518890487784185,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:54:49,ABM,100.0,Side.BID,1396.0,99863.0,,99863.0,False,False,False,False,1190.0,,,,,820384852
176,1612519162692816242,ORDER_EXECUTED,,1012,ValueAgent,,2021-02-05 09:59:20,ABM,100.0,Side.BID,1532.0,99867.0,,99867.0,False,False,False,False,0.0,,,,,2264911165
8,1612515800918582739,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:03:19,ABM,100.0,Side.ASK,52.0,99987.0,,99987.0,False,False,False,False,0.0,,,,,1629350296
14,1612515893832807443,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:04:53,ABM,100.0,Side.ASK,85.0,99992.0,,99992.0,False,False,False,False,0.0,,,,,9260102
20,1612516128762748553,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:08:48,ABM,44.0,Side.BID,162.0,100022.0,,100022.0,False,False,False,False,0.0,,,,,9260102
23,1612516129779401979,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:08:48,ABM,56.0,Side.BID,162.0,100022.0,,100022.0,False,False,False,False,0.0,,,,,1025913528
30,1612516337809337775,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:10:47,ABM,10.0,Side.BID,206.0,99995.0,,99995.0,False,False,False,False,0.0,,,,,90093477785
32,0,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:10:47,ABM,90.0,Side.BID,206.0,99995.0,,99995.0,False,False,False,False,0.0,,,,,-1612516247715859990
38,1612516416029915555,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:13:36,ABM,100.0,Side.BID,268.0,100000.0,,100000.0,False,False,False,False,1190.0,,,,,9260102
50,1612516600178745862,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:16:40,ABM,98.0,Side.BID,319.0,99968.0,,99968.0,False,False,False,False,0.0,,,,,9260102
53,0,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:16:40,ABM,2.0,Side.BID,319.0,99968.0,,99968.0,False,False,False,False,0.0,,,,,-1612516600169485760
69,1612517386756220518,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:29:46,ABM,58.0,Side.BID,621.0,99989.0,,99989.0,False,False,False,False,0.0,,,,,9260102
72,1612517440784064227,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:29:46,ABM,42.0,Side.BID,621.0,99989.0,,99989.0,False,False,False,False,0.0,,,,,54037103811
81,1612518275856756975,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:44:35,ABM,21.0,Side.BID,1135.0,99930.0,,99930.0,False,False,False,False,0.0,,,,,9260102
84,1612518279295862066,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:44:35,ABM,23.0,Side.BID,1135.0,99930.0,,99930.0,False,False,False,False,0.0,,,,,3448365193
86,1612518280011797836,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:44:35,ABM,13.0,Side.BID,1135.0,99930.0,,99930.0,False,False,False,False,0.0,,,,,4164300963
88,1612518283551408787,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:44:35,ABM,14.0,Side.BID,1135.0,99930.0,,99930.0,False,False,False,False,0.0,,,,,7703911914
90,1612518284433083732,ORDER_EXECUTED,,1013,ValueAgent,,2021-02-05 09:44:35,ABM,29.0,Side.BID,1135.0,99930.0,,99930.0,False,False,False,False,0.0,,,,,8585586859
13,1612516719389093789,ORDER_EXECUTED,,1014,ValueAgent,,2021-02-05 09:18:39,ABM,54.0,Side.ASK,363.0,99972.0,,99972.0,False,False,False,False,0.0,,,,,3284606
16,0,ORDER_EXECUTED,,1014,ValueAgent,,2021-02-05 09:18:39,ABM,46.0,Side.ASK,363.0,99972.0,,99972.0,False,False,False,False,0.0,,,,,-1612516719385809183
22,1612516930478686700,ORDER_EXECUTED,,1014,ValueAgent,,2021-02-05 09:22:10,ABM,39.0,Side.BID,449.0,99975.0,,99975.0,False,False,False,False,0.0,,,,,3284606
25,0,ORDER_EXECUTED,,1014,ValueAgent,,2021-02-05 09:22:10,ABM,20.0,Side.BID,449.0,99975.0,,99975.0,False,False,False,False,0.0,,,,,-1612516930475402094
27,1612517152984903434,ORDER_EXECUTED,,1014,ValueAgent,,2021-02-05 09:22:10,ABM,15.0,Side.BID,449.0,99975.0,,99975.0,False,False,False,False,0.0,,,,,222509501340
29,1612517166793938335,ORDER_EXECUTED,,1014,ValueAgent,,2021-02-05 09:22:10,ABM,26.0,Side.BID,449.0,99975.0,,99975.0,False,False,False,False,0.0,,,,,236318536241
41,1612517600267321177,ORDER_EXECUTED,,1014,ValueAgent,,2021-02-05 09:33:20,ABM,92.0,Side.BID,688.0,99976.0,,99976.0,False,False,False,False,0.0,,,,,3284606
44,1612517624992408001,ORDER_EXECUTED,,1014,ValueAgent,,2021-02-05 09:33:20,ABM,8.0,Side.BID,688.0,99976.0,,99976.0,False,False,False,False,0.0,,,,,24728371430
50,1612517934776143495,ORDER_EXECUTED,,1014,ValueAgent,,2021-02-05 09:38:54,ABM,68.0,Side.BID,885.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,3284606
53,1612517956874286629,ORDER_EXECUTED,,1014,ValueAgent,,2021-02-05 09:38:54,ABM,32.0,Side.BID,885.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,22101427740
59,1612518168428474485,ORDER_EXECUTED,,1014,ValueAgent,,2021-02-05 09:42:48,ABM,35.0,Side.ASK,1056.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,3284606
61,1612518168428474535,ORDER_EXECUTED,,1014,ValueAgent,,2021-02-05 09:42:48,ABM,65.0,Side.ASK,1056.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,3284656
71,1612518743775039832,ORDER_EXECUTED,,1014,ValueAgent,,2021-02-05 09:52:22,ABM,92.0,Side.BID,1330.0,99917.0,,99917.0,False,False,False,False,0.0,,,,,818195156
11,1612515694902800974,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:00:53,ABM,100.0,Side.BID,16.0,100000.0,,100000.0,False,False,False,False,0.0,,,,,41577332505
20,1612515872578087922,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:04:32,ABM,100.0,Side.ASK,78.0,99986.0,,99986.0,False,False,False,False,0.0,,,,,4141464
27,1612516547477464244,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:15:42,ABM,100.0,Side.ASK,301.0,99998.0,,99998.0,False,False,False,False,0.0,,,,,4802767888
36,1612516567459043738,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:16:07,ABM,64.0,Side.ASK,311.0,99994.0,,99994.0,False,False,False,False,0.0,,,,,4141464
46,0,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:21:28,ABM,75.0,Side.BID,433.0,99987.0,,99987.0,False,False,False,False,0.0,,,,,-1612516888760279674
48,1612516896366338352,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:21:28,ABM,25.0,Side.BID,433.0,99987.0,,99987.0,False,False,False,False,0.0,,,,,7606058678
57,1612517046221786177,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:24:06,ABM,70.0,Side.ASK,494.0,99976.0,,99976.0,False,False,False,False,0.0,,,,,4141464
59,1612517046221786227,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:24:06,ABM,30.0,Side.ASK,494.0,99976.0,,99976.0,False,False,False,False,0.0,,,,,4141514
72,1612517568331993425,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:32:45,ABM,7.0,Side.BID,676.0,99952.0,,99952.0,False,False,False,False,1190.0,,,,,2887731113
74,1612517574511457303,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:32:45,ABM,100.0,Side.BID,676.0,99952.0,,99952.0,False,False,False,False,1190.0,,,,,9067194991
76,0,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:32:45,ABM,100.0,Side.BID,676.0,99952.0,,99952.0,False,False,False,False,1190.0,,,,,-1612517565444262312
78,1612517589796257715,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:32:45,ABM,100.0,Side.BID,676.0,99952.0,,99952.0,False,False,False,False,1190.0,,,,,24351995403
80,1612517634456401966,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:32:45,ABM,93.0,Side.BID,676.0,99952.0,,99952.0,False,False,False,False,1190.0,,,,,69012139654
87,1612517748685362799,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:35:39,ABM,7.0,Side.BID,744.0,99924.0,,99924.0,False,False,False,False,0.0,,,,,9180725512
96,1612517930017967781,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:38:50,ABM,100.0,Side.BID,883.0,99924.0,,99924.0,False,False,False,False,0.0,,,,,4141464
105,1612518101141669844,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:41:41,ABM,100.0,Side.BID,1006.0,99939.0,,99939.0,False,False,False,False,0.0,,,,,4141464
111,1612518405823402872,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:46:45,ABM,56.0,Side.BID,1200.0,99873.0,,99935.0,False,False,False,False,1190.0,,,,,4141464
113,1612518405823402922,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:46:45,ABM,37.0,Side.BID,1200.0,99918.0,,99935.0,False,False,False,False,1190.0,,,,,4141514
115,1612518405823402972,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:46:45,ABM,207.0,Side.BID,1200.0,99934.0,,99935.0,False,False,False,False,1190.0,,,,,4141564
124,1612518811766462202,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:53:31,ABM,17.0,Side.BID,1362.0,99901.0,,99909.0,False,False,False,False,0.0,,,,,4141464
127,1612518815249007705,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:53:31,ABM,59.0,Side.BID,1362.0,99909.0,,99909.0,False,False,False,False,0.0,,,,,3486686967
133,1612519032940843531,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:57:12,ABM,48.0,Side.BID,1475.0,99888.0,,99937.0,False,False,False,False,0.0,,,,,4141464
135,1612519032940843581,ORDER_EXECUTED,,1015,ValueAgent,,2021-02-05 09:57:12,ABM,52.0,Side.BID,1475.0,99905.0,,99937.0,False,False,False,False,0.0,,,,,4141514
14,1612515800914813286,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:03:20,ABM,100.0,Side.BID,53.0,99987.0,,99987.0,False,False,False,False,0.0,,,,,1721196
21,1612515893829037990,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:04:47,ABM,100.0,Side.BID,81.0,99992.0,,99992.0,False,False,False,False,0.0,,,,,5924822205
28,1612515979431479592,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:06:16,ABM,17.0,Side.ASK,113.0,99995.0,,99995.0,False,False,False,False,0.0,,,,,3369093564
46,1612516470710350159,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:14:30,ABM,100.0,Side.BID,284.0,100004.0,,100004.0,False,False,False,False,0.0,,,,,1721196
53,1612516591811200587,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:16:30,ABM,2.0,Side.ASK,317.0,99968.0,,99968.0,False,False,False,False,0.0,,,,,1419966594
55,1612516600174976409,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:16:30,ABM,98.0,Side.ASK,317.0,99968.0,,99968.0,False,False,False,False,0.0,,,,,9783742416
65,0,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:16:46,ABM,100.0,Side.ASK,320.0,99972.0,,99972.0,False,False,False,False,1190.0,,,,,-1612516606656991672
67,1612516634061639223,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:16:46,ABM,243.0,Side.ASK,320.0,99972.0,,99972.0,False,False,False,False,1190.0,,,,,27404647551
69,0,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:16:46,ABM,11.0,Side.ASK,320.0,99972.0,,99972.0,False,False,False,False,1190.0,,,,,-1612516606656991672
71,1612516692813782534,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:16:46,ABM,46.0,Side.ASK,320.0,99972.0,,99972.0,False,False,False,False,1190.0,,,,,86156790862
77,1612517057656970963,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:24:17,ABM,99.0,Side.ASK,498.0,99977.0,,99977.0,False,False,False,False,0.0,,,,,1721196
80,1612517057697533868,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:24:17,ABM,1.0,Side.ASK,498.0,99977.0,,99977.0,False,False,False,False,0.0,,,,,42284101
87,1612517258687031090,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:27:32,ABM,100.0,Side.ASK,574.0,99994.0,,99994.0,False,False,False,False,0.0,,,,,6464626844
93,1612517438917562124,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:30:38,ABM,98.0,Side.ASK,629.0,99996.0,,99996.0,False,False,False,False,0.0,,,,,1721196
105,1612517803160373654,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:36:43,ABM,100.0,Side.BID,791.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,1721196
111,1612517911612513260,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:38:31,ABM,100.0,Side.BID,860.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,1721196
117,1612518141859201779,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:42:21,ABM,9.0,Side.BID,1042.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,1721196
120,1612518148544002998,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:42:21,ABM,91.0,Side.BID,1042.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,6686522415
127,1612518165573492079,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:42:32,ABM,65.0,Side.BID,1050.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,12881401758
129,1612518168427692780,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:42:32,ABM,35.0,Side.BID,1050.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,15735602459
151,1612519061293244036,ORDER_EXECUTED,,1016,ValueAgent,,2021-02-05 09:57:40,ABM,100.0,Side.BID,1481.0,99903.0,,99903.0,False,False,False,False,0.0,,,,,1155385629
13,1612515909035161276,ORDER_EXECUTED,,1017,ValueAgent,,2021-02-05 09:05:09,ABM,18.0,Side.ASK,89.0,99991.0,,99991.0,False,False,False,False,0.0,,,,,837498
